"id";"parent_id:id";"code";"name";"type";;;;"le";"description"
"kp_rrif_14012";"kp_rrif_1401";"14012";"Pretporez iz predujmova - 23%";"other";5;;;29;
"kp_rrif_1402";"kp_rrif_140";"1402";"Plaæeni PDV pri uvozu dobara";"view";4;;;28;
"kp_rrif_14020";"kp_rrif_1402";"14020";"Plaæeni PDV pri uvozu dobara - 10%";"other";5;;;34;
"kp_rrif_14021";"kp_rrif_1402";"14021";"Plaæeni PDV pri uvozu dobara - 22%";"other";5;;;34;
"kp_rrif_14022";"kp_rrif_1402";"14022";"Plaæeni PDV pri uvozu dobara - 23%";"other";5;;;34;
"kp_rrif_1403";"kp_rrif_140";"1403";"Plaæeni PDV na usluge inozemnih poduzetnika";"view";4;;;43;
"kp_rrif_14030";"kp_rrif_1403";"14030";"Plaæeni PDV na usluge inozemnih poduzetnika - 10%";"other";5;;;49;
"kp_rrif_14031";"kp_rrif_1403";"14031";"Plaæeni PDV na usluge inozemnih poduzetnika - 22%";"other";5;;;49;
"kp_rrif_14032";"kp_rrif_1403";"14032";"Plaæeni PDV na usluge inozemnih poduzetnika - 23%";"other";5;;;49;
"kp_rrif_1404";"kp_rrif_140";"1404";"Ispravci pretporeza zbog prenamjene dobara";"view";4;;;42;
"kp_rrif_14040";"kp_rrif_1404";"14040";"Ispravak pretporeza zbog promjene postotka priznavanja PDV-a";"other";5;;;60;
"kp_rrif_1406";"kp_rrif_140";"1406";"Pretporez steèen po ugovoru o asignaciji ili iz preknjižavanja";"view";4;;;62;
"kp_rrif_1407";"kp_rrif_140";"1407";"Potraživanja za razliku veæeg pretporeza od obveze u obraèunskom razdoblju";"view";4;;;74;
"kp_rrif_1408";"kp_rrif_140";"1408";"Pretporez koji još nije priznan (ukljuèivo i neplaæeni R-2)";"view";4;;;59;
"kp_rrif_1409";"kp_rrif_140";"1409";"Potraživanja za više plaæeni PDV po konaènom obraèunu";"view";4;;;53;
"kp_rrif_141";"kp_rrif_14";"141";"Potraživanja za porez i prirez na dohodak iz plaæa i drugih primanja";"view";3;;;68;
"kp_rrif_1410";"kp_rrif_141";"1410";"Potraživanja za porez na dohodak iz plaæa";"view";4;;;41;
"kp_rrif_1411";"kp_rrif_141";"1411";"Potraživanja za prirez iz plaæa";"view";4;;;31;
"kp_rrif_1412";"kp_rrif_141";"1412";"Potraživanja za porez na dohodak iz autorskih prava, ugovora o djelu, èlanova nadz. odbora i dr.doh.";"view";4;;;100;"Potraživanja za porez na dohodak iz autorskih prava, ugovora o djelu, dohodaka èlanova nadzornog odbora i drugih dohodaka"
"kp_rrif_1413";"kp_rrif_141";"1413";"Potraživanja za porez i prirez na stipendije i nagrade uèenika i studenta";"view";4;;;73;
"kp_rrif_1414";"kp_rrif_141";"1414";"Potraživanja za poreze iz drugih dohodaka";"view";4;;;41;
"kp_rrif_1417";"kp_rrif_141";"1417";"Potraživanja za više plaæeni porez na dohodak od kapitala";"view";4;;;57;
"kp_rrif_142";"kp_rrif_14";"142";"Potraživanja za više plaæene doprinose iz plaæa i na plaæe";"view";3;;;58;
"kp_rrif_1420";"kp_rrif_142";"1420";"Potraživanja za više plaæene doprinose za MO iz plaæe";"view";4;;;53;
"kp_rrif_1421";"kp_rrif_142";"1421";"Potraživanja od MO za više plaæeni doprinos za beneficirani staž";"view";4;;;64;
"kp_rrif_1422";"kp_rrif_142";"1422";"Potraživanja za više plaæeni doprinos za zdravstveno osiguranje na plaæe";"view";4;;;72;
"kp_rrif_1423";"kp_rrif_142";"1423";"Potraživanja za više plaæeni dopr. za zdrav. osigur. za sluèaj ozljede na radu i prof. bolesti";"view";4;;;94;
"kp_rrif_1424";"kp_rrif_142";"1424";"Potraživanja za više plaæeni doprinos za zapošljavanje na plaæe";"view";4;;;63;
"kp_rrif_1429";"kp_rrif_142";"1429";"Potraživanja za ostale nespomenute doprinose";"view";4;;;44;
"kp_rrif_143";"kp_rrif_14";"143";"Potraživanja za porez na dobitak i po odbitku";"view";3;;;45;
"kp_rrif_1430";"kp_rrif_143";"1430";"Potraživanja za plaæene predujmove poreza na dobitak";"view";4;;;52;
"kp_rrif_1432";"kp_rrif_143";"1432";"Potraživanja za više plaæeni porez po odbitku (na inozemne usluge)";"view";4;;;66;
"kp_rrif_1433";"kp_rrif_143";"1433";"Potraživanja za porez na dobitak steèen po ugovoru o cesiji ili iz preknjižavanja";"view";4;;;81;
"kp_rrif_1434";"kp_rrif_143";"1434";"Porez na dobitak plaæen u inozemstvu";"view";4;;;36;
"kp_rrif_144";"kp_rrif_14";"144";"Potraživanja za posebne poreze (akcize - trošarine) i dr. poreze od države";"view";3;;;74;
"kp_rrif_1440";"kp_rrif_144";"1440";"Potraživanja za poseban porez na kavu";"view";4;;;37;
"kp_rrif_1441";"kp_rrif_144";"1441";"Potraživanja za poseban porez na bezalkoholna piæa";"view";4;;;50;
"kp_rrif_1442";"kp_rrif_144";"1442";"Potraživanja za poseban porez na alkoholna piæa";"view";4;;;47;
"kp_rrif_1443";"kp_rrif_144";"1443";"Potraživanja za poseban porez na pivo";"view";4;;;37;
"kp_rrif_1444";"kp_rrif_144";"1444";"Potraživanja za poseban porez na duhanske proizvode";"view";4;;;51;
"kp_rrif_1445";"kp_rrif_144";"1445";"Potraživanja za poseban porez na naftne derivate i naknade za ceste";"view";4;;;67;
"kp_rrif_1446";"kp_rrif_144";"1446";"Potraživanja za poseban porez na osobne automobile, motocikle, ostala mot. vozila, plovila i zrakop.";"view";4;;;100;"Potraživanja za poseban porez na osobne automobile, motocikle, ostala motorna vozila, plovila i zrakoplove"
"kp_rrif_1447";"kp_rrif_144";"1447";"Potraživanja za poseban porez na luksuzne proizvode";"view";4;;;51;
"kp_rrif_1448";"kp_rrif_144";"1448";"Potraživanja za porez na promet nekretnina";"view";4;;;42;
"kp_rrif_1449";"kp_rrif_144";"1449";"Potraživanja za 5% poreza na promet motornih vozila i plovila";"view";4;;;61;
"kp_rrif_145";"kp_rrif_14";"145";"Potraživanja za plaæenu èlanarinu turistièkim zajed.";"view";3;;;52;
"kp_rrif_146";"kp_rrif_14";"146";"Potraživanja za èlanarine komori (HGK ili HOK)";"view";3;;;46;
"kp_rrif_147";"kp_rrif_14";"147";"Potraživanja za carinu i više plaæene carinske pristojbe";"view";3;;;56;
"kp_rrif_148";"kp_rrif_14";"148";"Potraživanja za županijski i opæinski (gradski) porez";"view";3;;;53;
"kp_rrif_1480";"kp_rrif_148";"1480";"Potraživanja za više plaæeni porez na motorna vozila i plovne objekte";"view";4;;;69;
"kp_rrif_1481";"kp_rrif_148";"1481";"Potraživanja za porez na kuæe za odmor i korištenje javnih površina";"view";4;;;67;
"kp_rrif_1482";"kp_rrif_148";"1482";"Potraživanja za porez na reklamu";"view";4;;;32;
"kp_rrif_1483";"kp_rrif_148";"1483";"Potraživanja za porez na tvrtku ili naziv";"view";4;;;41;
"kp_rrif_1484";"kp_rrif_148";"1484";"Potraživanja za porez na potrošnju u ugostiteljstvu";"view";4;;;51;
"kp_rrif_1485";"kp_rrif_148";"1485";"Potraživanja za plaæeni porez na prireðivanje zabavnih i športskih priredbi";"view";4;;;75;
"kp_rrif_1486";"kp_rrif_148";"1486";"Potraživanja za plaæeni porez na nasljedstva i darove";"view";4;;;53;
"kp_rrif_1487";"kp_rrif_148";"1487";"Potraživanja za više plaæeni porez na neiskorištene nekretnine";"view";4;;;62;
"kp_rrif_1489";"kp_rrif_148";"1489";"Potraživanja za ostale poreze županije (grada), opæine";"view";4;;;54;
"kp_rrif_149";"kp_rrif_14";"149";"Potraživanja za ostale nespomenute poreze, doprinose, takse i pristojbe";"view";3;;;71;
"kp_rrif_1490";"kp_rrif_149";"1490";"Potraživanja za više plaæenu nadoknadu za šume";"view";4;;;46;
"kp_rrif_1491";"kp_rrif_149";"1491";"Potraživanja za više plaæene kazne i sl.";"view";4;;;40;
"kp_rrif_1492";"kp_rrif_149";"1492";"Potraživanja za više uplaæene naknade za iskorištavanje mineralnih sirovina";"view";4;;;75;
"kp_rrif_1493";"kp_rrif_149";"1493";"Potraživanja za više plaæene naknade za koncesije";"view";4;;;49;
"kp_rrif_1495";"kp_rrif_149";"1495";"Potraživanja za spomenièku rentu";"view";4;;;32;
"kp_rrif_1497";"kp_rrif_149";"1497";"Potraživanje od Fonda za razvoj i sl.";"view";4;;;37;
"kp_rrif_1499";"kp_rrif_149";"1499";"Potraživanja za ostala plaæena davanja državi i državnim institucijama";"view";4;;;70;
"kp_rrif_15";"kp_rrif_1";"15";"POTRAŽIVANJA OD DRŽAVNIH INSTITUCIJA";"view";2;;;36;
"kp_rrif_150";"kp_rrif_15";"150";"Potraživanje za nadoknade bolovanja od HZZO";"view";3;;;43;
"kp_rrif_151";"kp_rrif_15";"151";"Potraživanja od mirovinskog osiguranja";"view";3;;;38;
"kp_rrif_152";"kp_rrif_15";"152";"Potraživanja od lokalne samouprave";"view";3;;;34;
"kp_rrif_153";"kp_rrif_15";"153";"Potraživ. za regrese, premije, stimulac. i držav. potpore";"view";3;;;57;
"kp_rrif_154";"kp_rrif_15";"154";"Potraživanje od Fonda za otkupljenu ambalažu";"view";3;;;44;
"kp_rrif_155";"kp_rrif_15";"155";"Ostala potraživanja od državnih institucija";"view";3;;;43;
"kp_rrif_159";"kp_rrif_15";"159";"Vrijednosno usklaðenje potraživanja od države i drugih institucija";"view";3;;;66;
"kp_rrif_19";"kp_rrif_1";"19";"PLAÆENI TROŠKOVI BUDUÆEG RAZDOBLJA I OBRAÈUNANI PRIHODI (unutar jedne godine od datuma bilance)";"view";2;;;95;
"kp_rrif_190";"kp_rrif_19";"190";"Unaprijed plaæeni troškovi";"view";3;;;26;
"kp_rrif_1900";"kp_rrif_190";"1900";"Unaprijed plaæeni troškovi održavanja, opreme, postrojenja i graðevina";"view";4;;;70;
"kp_rrif_1901";"kp_rrif_190";"1901";"Unaprijed plaæena zakupnina iz operativnog - poslovnog najma";"view";4;;;60;
"kp_rrif_1902";"kp_rrif_190";"1902";"Unaprijed plaæeni troškovi reklame, propagande i sajmova";"view";4;;;56;
"kp_rrif_1903";"kp_rrif_190";"1903";"Unaprijed plaæeni troškovi energije za sljedeæe razdoblje";"view";4;;;57;
"kp_rrif_1904";"kp_rrif_190";"1904";"Unaprijed plaæeni troškovi osig. imovine i osoba na opasnim poslovima ili putnika u prometu i sl.";"view";4;;;97;"Unaprijed plaæeni troškovi osiguranja imovine i osoba koje rade na opasnim poslovima ili putnika u prometu i sl."
"kp_rrif_1905";"kp_rrif_190";"1905";"Unaprijed plaæene kamate na bankovna jamstava i sl.";"view";4;;;51;
"kp_rrif_1906";"kp_rrif_190";"1906";"Unaprijed plaæeni troškovi reprezentacije";"view";4;;;41;
"kp_rrif_1907";"kp_rrif_190";"1907";"Unaprijed plaæene pretplate na službena glasila i struène èasopise";"view";4;;;66;
"kp_rrif_1908";"kp_rrif_190";"1908";"Unaprijed isplaæene plaæe za buduæe razdoblje";"view";4;;;45;
"kp_rrif_1909";"kp_rrif_190";"1909";"Unaprijed plaæeni ostali troškovi posl.(prijevoza, bank. usluge, zdr. zaštita,autorski,rad po ug. i sl)";"view";4;;;103;"Unaprijed plaæeni ostali troškovi poslovanja (troškovi prijevoza, bankovne usluge, zdravstvena zaštita, autorski honorari, rad po ugovoru i sl.)"
"kp_rrif_191";"kp_rrif_19";"191";"Obraèunani prihodi (buduæeg razdoblja)";"view";3;;;38;
"kp_rrif_192";"kp_rrif_19";"192";"Unaprijed plaæeni ovisni troškovi nabave (koji nisu na 651)";"view";3;;;59;
"kp_rrif_193";"kp_rrif_19";"193";"Troškovi kamata iz buduæeg razdoblja";"view";3;;;36;
"kp_rrif_194";"kp_rrif_19";"194";"Unaprijed plaæeni troškovi koncesija (za razdoblje do 12 mj.)";"view";3;;;61;
"kp_rrif_195";"kp_rrif_19";"195";"Unaprijed plaæene franšize, trgovaèko znakovlje, prava i sl. (do 12 mj.)";"view";3;;;72;
"kp_rrif_196";"kp_rrif_19";"196";"Unaprijed plaæene licencije i patenti (do 12 mj.)";"view";3;;;49;
"kp_rrif_199";"kp_rrif_19";"199";"Ostali plaæeni troškovi buduæeg razdoblja";"view";3;;;41;
"kp_rrif_1999";"kp_rrif_199";"1999";"Ostala aktivna vremenska razgranièenja";"view";4;;;38;
"kp_rrif_2";"kp_rrif";"2";"KRATKOROÈNE I DUGOROÈNE OBVEZE, DUGOROÈNA REZERVIRANJA, ODGOÐENA PLAÆANJA I PRIHODI BUDUÆEG RAZDOBLJA";"view";1;;;101;"KRATKOROÈNE I DUGOROÈNE OBVEZE, DUGOROÈNA REZERVIRANJA, ODGOÐENA PLAÆANJA I PRIHODI BUDUÆEG RAZDOBLJA"
"kp_rrif_20";"kp_rrif_2";"20";"KRATKOROÈNE OBVEZE PREMA POVEZANIM PODUZETNICIMA I S OSNOVE UDJELA U REZULTATU (do jedne godine)";"view";2;;;96;
"kp_rrif_200";"kp_rrif_20";"200";"Obveze prema povezanim poduzetnicima";"view";3;;;36;
"kp_rrif_2000";"kp_rrif_200";"2000";"Obveze prema povezanim društvima za preuzete zalihe (poluproizvoda, robe i sl.)";"view";4;;;79;
"kp_rrif_2001";"kp_rrif_200";"2001";"Obveze za rasporeðeni dobitak iz poslovanja prema povezanim društvima";"view";4;;;69;
"kp_rrif_2002";"kp_rrif_200";"2002";"Obveze za zajmove prema povezanim društvima";"view";4;;;43;
"kp_rrif_2003";"kp_rrif_200";"2003";"Obveze prema podružnicama";"view";4;;;25;
"kp_rrif_2004";"kp_rrif_200";"2004";"Obveze prema osnovanim ustanovama, zadrugama i sl.";"view";4;;;50;
"kp_rrif_2005";"kp_rrif_200";"2005";"Obveze za predujmove od povezanih društvima";"view";4;;;43;
"kp_rrif_2008";"kp_rrif_200";"2008";"Obveze za kamate prema povezanim društvima";"view";4;;;42;
"kp_rrif_2009";"kp_rrif_200";"2009";"Ostale kratkoroène obveze prema povezanim društvima";"view";4;;;51;
"kp_rrif_201";"kp_rrif_20";"201";"Obveze s osnove udjela u rezultatu";"view";3;;;34;
"kp_rrif_2010";"kp_rrif_201";"2010";"Obveze s osnove udjela u dobitku (analitika prema èlanovima)";"view";4;;;60;
"kp_rrif_2011";"kp_rrif_201";"2011";"Obveze za dividende dionièarima";"view";4;;;31;
"kp_rrif_2012";"kp_rrif_201";"2012";"Obveze za sudjelujuæe dobitke u rezultatu iz zajednièkog pothvata";"view";4;;;65;
"kp_rrif_2013";"kp_rrif_201";"2013";"Obveze prema zadrugarima iz rezultata";"view";4;;;37;
"kp_rrif_2014";"kp_rrif_201";"2014";"Obveze iz dobitka prema tajnim èlanovima";"view";4;;;40;
"kp_rrif_2015";"kp_rrif_201";"2015";"Ostale obveze s osnove udjela u dobitku";"view";4;;;39;
"kp_rrif_21";"kp_rrif_2";"21";"KRATKOROÈNE FINANCIJSKE OBVEZE";"view";2;;;30;
"kp_rrif_210";"kp_rrif_21";"210";"Obveze za izdane èekove";"view";3;;;23;
"kp_rrif_211";"kp_rrif_21";"211";"Obveze za izdane mjenice";"view";3;;;24;
"kp_rrif_2110";"kp_rrif_211";"2110";"Obveze za dane mjenice";"view";4;;;22;
"kp_rrif_2111";"kp_rrif_211";"2111";"Obveze za dane mjeniène akcepte";"view";4;;;31;
"kp_rrif_212";"kp_rrif_21";"212";"Obveze po izdanim vrijednosnim papirima";"view";3;;;39;
"kp_rrif_2120";"kp_rrif_212";"2120";"Obveze po izdanim komercijalnim zapisima";"view";4;;;40;
"kp_rrif_2121";"kp_rrif_212";"2121";"Obveze po izdanim obveznicama";"view";4;;;29;
"kp_rrif_2122";"kp_rrif_212";"2122";"Obveze po izdanim zadužnicama";"view";4;;;29;
"kp_rrif_2123";"kp_rrif_212";"2123";"Obveze po ostalim kratkoroènim vrijednosnim papirima";"view";4;;;52;
"kp_rrif_2128";"kp_rrif_212";"2128";"Obveze za kamate sadržane u vrijed. papirima";"view";4;;;44;
"kp_rrif_213";"kp_rrif_21";"213";"Obveze prema poduzetnicima u kojima postoje sudjelujuæi interesi (do 20% udjela)";"view";3;;;80;
"kp_rrif_214";"kp_rrif_21";"214";"Obveze s osnove zajmova, depozita i sl.";"view";3;;;39;
"kp_rrif_2140";"kp_rrif_214";"2140";"Obveze za financijske zajmove od društava";"view";4;;;41;
"kp_rrif_2141";"kp_rrif_214";"2141";"Obveze za zajmove od ustanova, zadruga i sl.";"view";4;;;44;
"kp_rrif_2142";"kp_rrif_214";"2142";"Obveze za kratkoroène zajmove iz inozemstva";"view";4;;;43;
"kp_rrif_2143";"kp_rrif_214";"2143";"Obveze za dio dospjelih dugoroènih zajmova koji se trebaju platiti u roku 12 mj.";"view";4;;;80;
"kp_rrif_2144";"kp_rrif_214";"2144";"Obveze za zajmove prema graðanima";"view";4;;;33;
"kp_rrif_2145";"kp_rrif_214";"2145";"Obveze za zajmove èlanova društva";"view";4;;;33;
"kp_rrif_2146";"kp_rrif_214";"2146";"Obveze po kontokorentnom raèunu";"view";4;;;31;
"kp_rrif_2147";"kp_rrif_214";"2147";"Obveze za depozite, jamèevine i kapare";"view";4;;;38;
"kp_rrif_2148";"kp_rrif_214";"2148";"Obveze za kaucije";"view";4;;;17;
"kp_rrif_2149";"kp_rrif_214";"2149";"Ostali kratkoroèni zajmovi i sl.";"view";4;;;32;
"kp_rrif_215";"kp_rrif_21";"215";"Obveze prema bankama i drugim financijskim institucijama";"view";3;;;56;
"kp_rrif_2150";"kp_rrif_215";"2150";"Obveze za kratkoroène kredite u banci (analitika po bankama a unutar banke po ugovorima o kreditu)";"view";4;;;98;
"kp_rrif_2151";"kp_rrif_215";"2151";"Obveze za kratkoroène kredite u osiguravajuæim društvima (analitika po društvima i kreditima)";"view";4;;;93;
"kp_rrif_2152";"kp_rrif_215";"2152";"Obveze prema ostalim kreditnim institucijama (štedionicama, mirovinskom fondu i dr.)";"view";4;;;84;
"kp_rrif_2153";"kp_rrif_215";"2153";"Obveze prema kreditnim institucijama i bankama u inozemstvu";"view";4;;;59;
"kp_rrif_2154";"kp_rrif_215";"2154";"Obveze prema bankama po naplaæenim garancijama";"view";4;;;46;
"kp_rrif_2155";"kp_rrif_215";"2155";"Obveze po isplaæenom akreditivu";"view";4;;;31;
"kp_rrif_2156";"kp_rrif_215";"2156";"Obveze za prekoraèenje na raèunu (okvirni kredit)";"view";4;;;49;
"kp_rrif_2157";"kp_rrif_215";"2157";"Obveze za kamate prema bankama";"view";4;;;30;
"kp_rrif_2158";"kp_rrif_215";"2158";"Obveze za kamate prema financ. institucijama";"view";4;;;44;
"kp_rrif_2159";"kp_rrif_215";"2159";"Ostale obveze prema kreditnim institucijama";"view";4;;;43;
"kp_rrif_216";"kp_rrif_21";"216";"Obveze prema izdavateljima kreditnih kartica (analitika prema kartièarima)";"view";3;;;74;
"kp_rrif_217";"kp_rrif_21";"217";"Obveze iz eskontnih poslova";"view";3;;;27;
"kp_rrif_2170";"kp_rrif_217";"2170";"Obveze s temelja eskontiranih mjenica";"view";4;;;37;
"kp_rrif_2171";"kp_rrif_217";"2171";"Ostale obveze iz eskonta vrijednosnih papira";"view";4;;;44;
"kp_rrif_2172";"kp_rrif_217";"2172";"Obveze iz otkupa tražbina";"view";4;;;25;
"kp_rrif_218";"kp_rrif_21";"218";"Obveze s osnove dugotrajne imovine namijenjene prodaji (analitika prema izvorima)";"view";3;;;81;
"kp_rrif_22";"kp_rrif_2";"22";"OBVEZE PREMA DOBAVLJAÈIMA, ZA PREDUJMOVE I OSTALE OBVEZE";"view";2;;;56;
"kp_rrif_220";"kp_rrif_22";"220";"Obveze prema dobavljaèima u zemlji (analitika prema dobavljaèima)";"view";3;;;65;
"kp_rrif_2200";"kp_rrif_220";"2200";"Dobavljaèi dobara";"view";4;;;17;
"kp_rrif_2201";"kp_rrif_220";"2201";"Dobavljaèi usluga";"view";4;;;17;
"kp_rrif_2202";"kp_rrif_220";"2202";"Dobavljaèi opreme, postrojenja i nekretnina";"view";4;;;43;
"kp_rrif_2203";"kp_rrif_220";"2203";"Dobavljaèi nematerijalne imovine";"view";4;;;32;
"kp_rrif_2204";"kp_rrif_220";"2204";"Dobavljaèi iz operativnog lizinga (za najmove)";"view";4;;;46;
"kp_rrif_2205";"kp_rrif_220";"2205";"Dobavljaèi iz ortaèkog ugovora";"view";4;;;30;
"kp_rrif_2206";"kp_rrif_220";"2206";"Dobavljaèi zadruge, ustanove i dr.";"view";4;;;34;
"kp_rrif_221";"kp_rrif_22";"221";"Dobavljaèi iz inozemstva (analitika prema dobavljaèima)";"view";3;;;55;
"kp_rrif_2210";"kp_rrif_221";"2210";"Dobavljaèi dobara iz inozemstva";"view";4;;;31;
"kp_rrif_2211";"kp_rrif_221";"2211";"Dobavljaèi usluga iz inozemstva";"view";4;;;31;
"kp_rrif_2212";"kp_rrif_221";"2212";"Dobavljaèi prava intelektualnog vlasništva, istraživanja tržišta i dr.";"view";4;;;70;
"kp_rrif_2213";"kp_rrif_221";"2213";"Dobavljaèi prava na franšizu i sl.";"view";4;;;34;
"kp_rrif_222";"kp_rrif_22";"222";"Dobavljaèi fizièke osobe";"view";3;;;24;
"kp_rrif_2220";"kp_rrif_222";"2220";"Dobavljaèi, obrtnici i slobodna zanimanja";"view";4;;;41;
"kp_rrif_2221";"kp_rrif_222";"2221";"Dobavljaèi fizièke osobe (za isporuèene osnovne proizvode poljodjelstva, ribarstva i šumarstva)";"view";4;;;95;
"kp_rrif_2222";"kp_rrif_222";"2222";"Dobavljaèi za isporuèenu osobnu imovinu";"view";4;;;39;
"kp_rrif_2223";"kp_rrif_222";"2223";"Obveze s osnove autorskih prava, inovacija, patenata i sl.";"view";4;;;58;
"kp_rrif_2224";"kp_rrif_222";"2224";"Obveze s osnove ugovora o djelu i akviziterstva";"view";4;;;47;
"kp_rrif_2225";"kp_rrif_222";"2225";"Obveze prema studentima i uèenicima za rad preko studentskog servisa";"view";4;;;68;
"kp_rrif_2226";"kp_rrif_222";"2226";"Dobavljaèi kooperanti - fizièke osobe";"view";4;;;37;
"kp_rrif_2229";"kp_rrif_222";"2229";"Ostali dobavljaèi - fizièke osobe";"view";4;;;33;
"kp_rrif_223";"kp_rrif_22";"223";"Dobavljaèi komunalnih usluga";"view";3;;;28;
"kp_rrif_2230";"kp_rrif_223";"2230";"Obveze za energetske isporuke";"view";4;;;29;
"kp_rrif_2231";"kp_rrif_223";"2231";"Obveze za usluge odvodnje i odvoza smeæa";"view";4;;;40;
"kp_rrif_2232";"kp_rrif_223";"2232";"Obveze za ostale komunalne usluge";"view";4;;;33;
"kp_rrif_224";"kp_rrif_22";"224";"Obveze za nefakturirane a preuzete isporuke robe i usluge";"view";3;;;57;
"kp_rrif_225";"kp_rrif_22";"225";"Obveze za predujmove";"view";3;;;20;
"kp_rrif_2250";"kp_rrif_225";"2250";"Primljeni predujmovi za koje su izdani raèuni s PDV-om";"view";4;;;54;
"kp_rrif_2251";"kp_rrif_225";"2251";"Primljeni predujmovi koji nisu pod PDV-om";"view";4;;;41;
"kp_rrif_2252";"kp_rrif_225";"2252";"Primljeni predujmovi iz inozemstva";"view";4;;;34;
"kp_rrif_2253";"kp_rrif_225";"2253";"Obveze za predujmove graðana";"view";4;;;28;
"kp_rrif_23";"kp_rrif_2";"23";"OBVEZE PREMA ZAPOSLENIMA I OSTALE OBVEZE";"view";2;;;40;
"kp_rrif_230";"kp_rrif_23";"230";"Obveze prema zaposlenicima";"view";3;;;26;
"kp_rrif_2300";"kp_rrif_230";"2300";"Obveze za neto-plaæe";"view";4;;;20;
"kp_rrif_2301";"kp_rrif_230";"2301";"Nadoknade plaæa koje se refundiraju (od državnih institucija, od HZZO, od lokalne samoupr.)";"view";4;;;91;
"kp_rrif_2302";"kp_rrif_230";"2302";"Obveze za nadoknade troškova (dnevnice, terenski dod.,troškovi sl. puta, km,dolazak na posao i dr.)";"view";4;;;99;"Obveze za nadoknade troškova (dnevnice, terenski dodatak, nadoknade troškova službenog puta, ukljuèivo i kilometraža, nadoknade za dolazak na posao i dr.)"
"kp_rrif_2303";"kp_rrif_230";"2303";"Obveze za darove i potpore (božiænica, dar djeci, potpora zbog bolesti, regres za g. o. i sl.)";"view";4;;;94;
"kp_rrif_2304";"kp_rrif_230";"2304";"Obveze prema zaposlenima za primitke koji se smatraju dohotkom (prehrana, davanja u naravi i sl.)";"view";4;;;97;
"kp_rrif_2305";"kp_rrif_230";"2305";"Obveze prema zaposlenima zbog otpremnine, jubilarne, odvojeni život, pomoæ obitelji umrlog posloprimca";"view";4;;;102;"Obveze prema zaposlenima s temelja otpremnine, jubilarne nagrade, nadoknade za odvojeni život, pomoæi obitelji umrlog posloprimca i sl."
"kp_rrif_2306";"kp_rrif_230";"2306";"Obveze za obustave iz neto-plaæa i nadoknada plaæa";"view";4;;;50;
"kp_rrif_23060";"kp_rrif_2306";"23060";"Obveze za obustave iz neto-plaæe za isplate kredita i pozajmica";"other";5;;;63;
"kp_rrif_23061";"kp_rrif_2306";"23061";"Obveze za obustave iz neto-plaæa i nadoknada za sudske zabrane, kazne i sl.";"other";5;;;75;
"kp_rrif_23062";"kp_rrif_2306";"23062";"Obveze iz ovrha na neto-plaæi";"other";5;;;29;
"kp_rrif_23063";"kp_rrif_2306";"23063";"Obveze za obustave iz neto-plaæa i nadoknada plaæa za èlanarine, i dr.";"other";5;;;70;
"kp_rrif_2307";"kp_rrif_230";"2307";"Obveze prema zaposlenima za zatezne kamate i sl.";"view";4;;;48;
"kp_rrif_2308";"kp_rrif_230";"2308";"Obveza prema zaposlenima za naknadu šteta: zbog ozljede na radu, neiskorištenog godišnjeg odmora i sl.";"view";4;;;102;"Obveza prema zaposlenima za naknadu šteta: zbog ozljede na radu, neiskorištenog godišnjeg odmora i sl."
"kp_rrif_2309";"kp_rrif_230";"2309";"Obveze za obraèunanu bruto-plaæu iz prošle poslovne godine (koje nisu isplaæene i XIII. plaæa)";"view";4;;;94;
"kp_rrif_231";"kp_rrif_23";"231";"Kratkoroène obveze iz nabava i potpora";"view";3;;;38;
"kp_rrif_2310";"kp_rrif_231";"2310";"Obveze s temelja tekuæe nabave u gotovini";"view";4;;;41;
"kp_rrif_2311";"kp_rrif_231";"2311";"Obveze prema vanjskim èlanovima uprave, nadzornog odbora, prokuristima, steèajnim upraviteljima i sl.";"view";4;;;101;"Obveze prema vanjskim èlanovima uprave, nadzornog odbora, prokuristima, steèajnim upraviteljima i sl."
"kp_rrif_2312";"kp_rrif_231";"2312";"Obveze za preuzeta plaæanja temeljem ugovora o cesiji, asignaciji i preuzimanjem duga";"view";4;;;85;
"kp_rrif_2313";"kp_rrif_231";"2313";"Obveze za ugovorene penale, kazne i sl.";"view";4;;;39;
"kp_rrif_2314";"kp_rrif_231";"2314";"Obveze za darovanja (do 2% od ukupnog prihoda)";"view";4;;;46;
"kp_rrif_2315";"kp_rrif_231";"2315";"Obveze za nadoknadu troškova (refundacije)";"view";4;;;42;
"kp_rrif_2316";"kp_rrif_231";"2316";"Obveze za naknadno odobrene bonifikacije, casasconte i druge popuste";"view";4;;;68;
"kp_rrif_2317";"kp_rrif_231";"2317";"Obveze za stipendije";"view";4;;;20;
"kp_rrif_2318";"kp_rrif_231";"2318";"Obveze za primljene potpore (nisu za prihod)";"view";4;;;44;
"kp_rrif_2319";"kp_rrif_231";"2319";"Ostale kratkoroène obveze";"view";4;;;25;
"kp_rrif_232";"kp_rrif_23";"232";"Obveze za kamate (analitika prema dužnicima i vrstama obveza prema nepovezanim društvima)";"view";3;;;89;
"kp_rrif_2320";"kp_rrif_232";"2320";"Obveze za ugovorenu kamatu";"view";4;;;26;
"kp_rrif_2321";"kp_rrif_232";"2321";"Obveze za zateznu kamatu";"view";4;;;24;
