"id";"parent_id:id";"code";"name";"type";;;;"le";"description"
"kp_rrif_4056";"kp_rrif_405";"4056";"30% troška rezervnih dijelova i materijala za održavanje automobila i dr. za osobni prijevoz +30% PDV-a";"view";4;;;103;"30% troška rezervnih dijelova i materijala za održavanje automobila i dr. za osobni prijevoz +30% PDV-a"
"kp_rrif_4057";"kp_rrif_405";"4057";"Troškovi zamjene u jamstvenom roku";"view";4;;;34;
"kp_rrif_4058";"kp_rrif_405";"4058";"Potrošeni vlastiti proizvodi i roba za održavanje";"view";4;;;49;
"kp_rrif_4059";"kp_rrif_405";"4059";"Ostali troškovi rezervnih dijelova";"view";4;;;34;
"kp_rrif_406";"kp_rrif_40";"406";"Potrošena energija u proizvodnji dobara i usluga";"view";3;;;48;
"kp_rrif_4060";"kp_rrif_406";"4060";"Elektrièna energija";"view";4;;;19;
"kp_rrif_4061";"kp_rrif_406";"4061";"Plin, para, briketi i drva";"view";4;;;26;
"kp_rrif_4062";"kp_rrif_406";"4062";"Mazut i ulje za loženje";"view";4;;;23;
"kp_rrif_4063";"kp_rrif_406";"4063";"Dizelsko gorivo, benzin i motorno ulje (za stroj. i sl.)";"view";4;;;56;
"kp_rrif_4067";"kp_rrif_406";"4067";"Trošak goriva za teretna vozila (kamione, autobuse, strojeve, brodove i sl.)";"view";4;;;76;
"kp_rrif_4069";"kp_rrif_406";"4069";"Ostali troškovi energije u proizvodnji";"view";4;;;38;
"kp_rrif_407";"kp_rrif_40";"407";"Potrošena energija u administraciji, upravi i prodaji";"view";3;;;53;
"kp_rrif_4070";"kp_rrif_407";"4070";"Trošak elektriène energije";"view";4;;;26;
"kp_rrif_4071";"kp_rrif_407";"4071";"Plin, toplinska energija, briketi, drva";"view";4;;;39;
"kp_rrif_4074";"kp_rrif_407";"4074";"Gorivo za osob. aut. (neto + 30% PDV) za sluè. plaæe";"view";4;;;52;
"kp_rrif_4075";"kp_rrif_407";"4075";"70% troškova goriva za pogon automobila za osobni prijevoz(i automobila u najmu)";"view";4;;;80;"70% troškova diesela i benzina za pogon automobila, plovila i zrakoplova za osobni prijevoz poduzetnika i zaposlenih te za istu namjenu automobila u najmu"
"kp_rrif_4076";"kp_rrif_407";"4076";"30% goriva za osobni prijevoz +30% PDV-a";"view";4;;;40;
"kp_rrif_4077";"kp_rrif_407";"4077";"Trošak goriva za teretna vozila, strojeve i brodove";"view";4;;;51;
"kp_rrif_4079";"kp_rrif_407";"4079";"Ostali troškovi energije";"view";4;;;24;
"kp_rrif_408";"kp_rrif_40";"408";"Troškovi energije na pomoænim mjestima u proizvodnji";"view";3;;;52;
"kp_rrif_409";"kp_rrif_40";"409";"Odstupanja od standardnog troška";"view";3;;;32;
"kp_rrif_41";"kp_rrif_4";"41";"OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)";"view";2;;;41;
"kp_rrif_410";"kp_rrif_41";"410";"Troškovi telefona, prijevoza i sl.";"view";3;;;34;
"kp_rrif_4100";"kp_rrif_410";"4100";"Troškovi telefona, interneta i sl.";"view";4;;;34;
"kp_rrif_4101";"kp_rrif_410";"4101";"Poštanski troškovi";"view";4;;;18;
"kp_rrif_4102";"kp_rrif_410";"4102";"Prijevozne usluge u cestovnom prometu";"view";4;;;37;
"kp_rrif_4103";"kp_rrif_410";"4103";"Prijevozne usluge željeznicom";"view";4;;;29;
"kp_rrif_4104";"kp_rrif_410";"4104";"Prijevozne usluge brodara";"view";4;;;25;
"kp_rrif_4105";"kp_rrif_410";"4105";"Prijevozne usluge zrakoplova";"view";4;;;28;
"kp_rrif_4106";"kp_rrif_410";"4106";"Troškovi specijalnih prijevoza";"view";4;;;30;
"kp_rrif_4107";"kp_rrif_410";"4107";"Usluge taksi- prijevoza";"view";4;;;23;
"kp_rrif_4108";"kp_rrif_410";"4108";"Usluge dostave i logistike";"view";4;;;26;
"kp_rrif_4109";"kp_rrif_410";"4109";"Ostale usluge prijevoza";"view";4;;;23;
"kp_rrif_411";"kp_rrif_41";"411";"Troškovi vanjskih usluga pri izradi dobara i obavljanju usluga";"view";3;;;62;
"kp_rrif_4110";"kp_rrif_411";"4110";"Usluge dorade (oplemenjivanja), izrade, prerade i sl. u proizvodnji i izgradnji";"view";4;;;79;
"kp_rrif_4111";"kp_rrif_411";"4111";"Usluge kooperanata na zajednièkim uslugama prema treæima";"view";4;;;56;
"kp_rrif_4112";"kp_rrif_411";"4112";"Usluge studentskog i omladinskog servisa i na izradi proizvoda";"view";4;;;62;
"kp_rrif_4113";"kp_rrif_411";"4113";"Usluge pripreme teksta za tisak, za web. i sl.";"view";4;;;46;
"kp_rrif_4114";"kp_rrif_411";"4114";"Grafièke usluge tiska i uveza";"view";4;;;29;
"kp_rrif_4115";"kp_rrif_411";"4115";"Usluge hotela i smještaja radnika na terenu";"view";4;;;43;
"kp_rrif_4116";"kp_rrif_411";"4116";"Usluge za iznajmljeni kapacitet";"view";4;;;31;
"kp_rrif_4117";"kp_rrif_411";"4117";"Usluge rada vanjskog osoblja";"view";4;;;28;
"kp_rrif_4118";"kp_rrif_411";"4118";"Usluge izrade ili popravka po ugovoru o djelu";"view";4;;;45;
"kp_rrif_4119";"kp_rrif_411";"4119";"Ostale vanjske usluge na izradi dobara i proizvodnih usluga";"view";4;;;59;
"kp_rrif_412";"kp_rrif_41";"412";"Usluge održavanja i zaštite (servisne usluge)";"view";3;;;45;
"kp_rrif_4120";"kp_rrif_412";"4120";"Nabavljene usluge tekuæeg održavanja (bez vlastitog materijala i dijelova)";"view";4;;;74;
"kp_rrif_4121";"kp_rrif_412";"4121";"Nabavljene usluge za investicijsko održavanje i popravke (bez vlastitog materijala i dijelova)";"view";4;;;94;
"kp_rrif_4122";"kp_rrif_412";"4122";"Usluge èišæenja i pranja";"view";4;;;24;
"kp_rrif_4123";"kp_rrif_412";"4123";"Usluge održavanja softvera i web stranica";"view";4;;;41;
"kp_rrif_4124";"kp_rrif_412";"4124";"Vanjske usluge popravka prodanih a neispravnih dobara u jamstvenom roku";"view";4;;;71;
"kp_rrif_41244";"kp_rrif_4124";"41244";"Servis osob. automob. (neto + 30% PDV) za sluèaj plaæe u naravi";"other";5;;;63;
"kp_rrif_4125";"kp_rrif_412";"4125";"70% usluga servisa za održavanje automobila za osobni prijevoz poduzetnika i zaposlenih";"view";4;;;87;"70% usluga servisa za održavanje automobila, plovila i zrakoplova koji služe za osobni prijevoz poduzetnika i zaposlenih"
"kp_rrif_4126";"kp_rrif_412";"4126";"30% usluga održavanja prijevoznih sredstava za osobni prijevoz + 30% PDV-a";"view";4;;;74;
"kp_rrif_4127";"kp_rrif_412";"4127";"Usluge zaštite na radu i održavanja okoliša";"view";4;;;43;
"kp_rrif_4128";"kp_rrif_412";"4128";"Usluge zaštitara na èuvanju imovine i osoba";"view";4;;;43;
"kp_rrif_4129";"kp_rrif_412";"4129";"Ostale servisne usluge i usluge osoba";"view";4;;;37;
"kp_rrif_413";"kp_rrif_41";"413";"Usluge registracije prijevoznih sredstava i troškovi dozvola";"view";3;;;60;
"kp_rrif_4130";"kp_rrif_413";"4130";"70% troška registracije automobila, plovila i zrakoplova za prijevoz osoba poduz. (osim osiguranja)";"view";4;;;99;"70% troška registracije osobnih automobila, plovila i zrakoplova za prijevoz osoba poduzetnika (osim osiguranja)"
"kp_rrif_4131";"kp_rrif_413";"4131";"30% troška registracije sred. za osobni prijevoz + 30% PDV-a (osim troškova osiguranja)";"view";4;;;87;
"kp_rrif_41314";"kp_rrif_4131";"41314";"Troškovi registr. (neto + 30% PDV) - plaæa";"other";5;;;42;
"kp_rrif_4132";"kp_rrif_413";"4132";"Trošak registracije dostavnih i teret. vozila i autobusa (sveuk.) i automob. bez poreznog ogranièenja";"view";4;;;101;"Trošak registracije dostavnih i teret. vozila i autobusa (sveukupno) i automob. bez poreznog ogranièenja"
"kp_rrif_4133";"kp_rrif_413";"4133";"Troškovi registracije plovila";"view";4;;;29;
"kp_rrif_4134";"kp_rrif_413";"4134";"Troškovi registracije zrakoplova";"view";4;;;32;
"kp_rrif_4135";"kp_rrif_413";"4135";"Troškovi dozvola za prometne smjerove";"view";4;;;37;
"kp_rrif_4136";"kp_rrif_413";"4136";"Troškovi koncesija, licencija i dr. prava na prijevoz";"view";4;;;53;
"kp_rrif_4137";"kp_rrif_413";"4137";"Troškovi nadoknada za ceste, takse i sl.";"view";4;;;40;
"kp_rrif_4139";"kp_rrif_413";"4139";"Ostali troškovi registracije prometala";"view";4;;;38;
"kp_rrif_414";"kp_rrif_41";"414";"Usluge zakupa - lizinga";"view";3;;;23;
"kp_rrif_4140";"kp_rrif_414";"4140";"Zakupnine - najamnine nekretnina";"view";4;;;32;
"kp_rrif_4141";"kp_rrif_414";"4141";"Zakupnine opreme";"view";4;;;16;
"kp_rrif_4142";"kp_rrif_414";"4142";"Usluge operativnog (poslovnog) lizinga opreme";"view";4;;;45;
"kp_rrif_4143";"kp_rrif_414";"4143";"70% usluga operativnog lizinga automobila, brodova i zrakoplova za osobni prijevoz osoba poduzetnika";"view";4;;;100;"70% usluga operativnog lizinga automobila, brodova i zrakoplova za osobni prijevoz osoba poduzetnika"
"kp_rrif_4144";"kp_rrif_414";"4144";"Usluge operat. najma osob. automob. (neto + 30% PDV) za sluèaj plaæe";"view";4;;;68;
"kp_rrif_4145";"kp_rrif_414";"4145";"70% rent-á-car usluge prijevoza osoba";"view";4;;;37;
"kp_rrif_4146";"kp_rrif_414";"4146";"30% usluga operativnog lizinga sred. za osobni prijevoz + 30% PDV-a";"view";4;;;67;
"kp_rrif_4147";"kp_rrif_414";"4147";"30% rent-á-car usluga prijevoza osoba + 30% PDV-a";"view";4;;;49;
"kp_rrif_4148";"kp_rrif_414";"4148";"Rent-á-car za prijevoz tereta";"view";4;;;29;
"kp_rrif_4149";"kp_rrif_414";"4149";"Usluge najma informatièke opreme";"view";4;;;32;
"kp_rrif_415";"kp_rrif_41";"415";"Usluge promidžbe, sponzorstva i troškovi sajmova";"view";3;;;48;
"kp_rrif_4150";"kp_rrif_415";"4150";"Troškovi promidžbe putem tiskovina, TV, plakata i sl.";"view";4;;;53;
"kp_rrif_4151";"kp_rrif_415";"4151";"Usluge promidžbenih agencija";"view";4;;;28;
"kp_rrif_4152";"kp_rrif_415";"4152";"Troškovi promidžbe u inozemstvu";"view";4;;;31;
"kp_rrif_4153";"kp_rrif_415";"4153";"Trošak sponzoriranja športa i kulture u cilju promidžbe";"view";4;;;55;
"kp_rrif_4154";"kp_rrif_415";"4154";"Usluge unapreðenja prodaje";"view";4;;;26;
"kp_rrif_4155";"kp_rrif_415";"4155";"Usluge istraživanja tržišta";"view";4;;;27;
"kp_rrif_4156";"kp_rrif_415";"4156";"Usluge sajmova (nadoknada za prostor)";"view";4;;;37;
"kp_rrif_4157";"kp_rrif_415";"4157";"Usluge oblikovanja i ureðenja izložbenog i prodajnog prostora";"view";4;;;61;
"kp_rrif_4158";"kp_rrif_415";"4158";"Troškovi promidžbe najmom medija (stranica portala i sl.)";"view";4;;;57;
"kp_rrif_4159";"kp_rrif_415";"4159";"Ostali troškovi promidžbe (osim reprezentacije, dnevnica na službenom putu i sl.)";"view";4;;;81;
"kp_rrif_416";"kp_rrif_41";"416";"Intelektualne i osobne usluge";"view";3;;;29;
"kp_rrif_4160";"kp_rrif_416";"4160";"Troškovi drugih dohodaka (ugovora o djelu, akvizitera, trgov. putnika, konzultanata)";"view";4;;;84;
"kp_rrif_4161";"kp_rrif_416";"4161";"Autorski honorari (pisana, govorna, prijevodi i dr.)";"view";4;;;52;
"kp_rrif_4162";"kp_rrif_416";"4162";"Usluge specijalistièkog obrazovanja, znanstvenoistraživaèke usluge, usluge informacija i sl.";"view";4;;;92;
"kp_rrif_4163";"kp_rrif_416";"4163";"Konzultantske i savjetnièke usluge";"view";4;;;34;
"kp_rrif_4164";"kp_rrif_416";"4164";"Knjigovodstvene usluge";"view";4;;;22;
"kp_rrif_4165";"kp_rrif_416";"4165";"Usluge poreznih savjetnika";"view";4;;;26;
"kp_rrif_4166";"kp_rrif_416";"4166";"Usluge revizije i procjene vrijednosti poduzeæa";"view";4;;;47;
"kp_rrif_4167";"kp_rrif_416";"4167";"Odvjetnièke, bilježnièke i usluge izrade pravnih akata";"view";4;;;54;
"kp_rrif_4168";"kp_rrif_416";"4168";"Naknade za korištenje prava intelektualnog vlasništva (licencije, ind. prava., robni znak i sl.)";"view";4;;;96;
"kp_rrif_4169";"kp_rrif_416";"4169";"Usluge vještaèenja, administracijske usluge, i dr. intelektualne usluge";"view";4;;;71;
"kp_rrif_417";"kp_rrif_41";"417";"Troškovi komunalnih i sliènih usluga";"view";3;;;36;
"kp_rrif_4170";"kp_rrif_417";"4170";"Komunalna naknada (za financ. izgradnje)";"view";4;;;40;
"kp_rrif_4171";"kp_rrif_417";"4171";"Odvoz smeæa i fekalija";"view";4;;;22;
"kp_rrif_4172";"kp_rrif_417";"4172";"Voda i odvodnja";"view";4;;;15;
"kp_rrif_4173";"kp_rrif_417";"4173";"Održavanje zelenila";"view";4;;;19;
"kp_rrif_4174";"kp_rrif_417";"4174";"Usluge tržnica";"view";4;;;14;
"kp_rrif_4175";"kp_rrif_417";"4175";"Garažiranje i parkiranje vozila";"view";4;;;31;
"kp_rrif_4176";"kp_rrif_417";"4176";"Deratizacija i dezinfekcijske usluge";"view";4;;;36;
"kp_rrif_4177";"kp_rrif_417";"4177";"Dimnjaèarske i ekološke usluge";"view";4;;;30;
"kp_rrif_4178";"kp_rrif_417";"4178";"Veterinarske, sanitarne i usluge zbrinjavanja otpada";"view";4;;;52;
"kp_rrif_4179";"kp_rrif_417";"4179";"Ostale komunalne i ekološke usluge";"view";4;;;34;
"kp_rrif_418";"kp_rrif_41";"418";"Usluge reprezentacije - ugošæivanja i posredovanja";"view";3;;;50;
"kp_rrif_4180";"kp_rrif_418";"4180";"70% vanjskih usluga ugošæenja (reprezentacije) + 70% PDV-a";"view";4;;;58;
"kp_rrif_4181";"kp_rrif_418";"4181";"30% vanjskih usluga ugošæenja (reprezentacije)";"view";4;;;46;
"kp_rrif_4184";"kp_rrif_418";"4184";"Usluge posredovanja pri nabavi dobara i usluga";"view";4;;;46;
"kp_rrif_4185";"kp_rrif_418";"4185";"Usluge posredovanja pri prodaji dobara i usluga";"view";4;;;47;
"kp_rrif_4186";"kp_rrif_418";"4186";"Usluge agenata i detektiva";"view";4;;;26;
"kp_rrif_4187";"kp_rrif_418";"4187";"Troškovi provizija za usluge";"view";4;;;28;
"kp_rrif_419";"kp_rrif_41";"419";"Troškovi ostalih vanjskih usluga";"view";3;;;32;
"kp_rrif_4190";"kp_rrif_419";"4190";"Usluge kontrole kakvoæe i atestiranja dobara";"view";4;;;44;
"kp_rrif_4191";"kp_rrif_419";"4191";"Usluge studentskog servisa";"view";4;;;26;
"kp_rrif_4192";"kp_rrif_419";"4192";"Hotelske usluge (osim reprezentacije)";"view";4;;;37;
"kp_rrif_4193";"kp_rrif_419";"4193";"Vanjskotrgovaèke usluge";"view";4;;;23;
"kp_rrif_4194";"kp_rrif_419";"4194";"Špediterske usluge pri izvozu i sl.";"view";4;;;35;
"kp_rrif_4195";"kp_rrif_419";"4195";"Troškovi oglašavanja u tisku za slobodna radna mjesta, objava fin. izvješæa i sl. (osim promidžbe)";"view";4;;;98;
"kp_rrif_4196";"kp_rrif_419";"4196";"Troškovi korištenja javnih skladišta, luka, pristaništa, hlaðenja i sl.";"view";4;;;71;
"kp_rrif_4197";"kp_rrif_419";"4197";"Trošak autoputa, tunela i mostarina";"view";4;;;35;
"kp_rrif_4198";"kp_rrif_419";"4198";"Troškovi fotokopiranja, prijepisa, izrade naljepnica i fotografija i sl.";"view";4;;;72;
"kp_rrif_4199";"kp_rrif_419";"4199";"Ostali nespomenuti vanjski troškovi - usluge";"view";4;;;44;
"kp_rrif_42";"kp_rrif_4";"42";"TROŠKOVI OSOBLJA - PLAÆE";"view";2;;;24;
"kp_rrif_420";"kp_rrif_42";"420";"Neto plaæe i nadoknade";"view";3;;;22;
"kp_rrif_4200";"kp_rrif_420";"4200";"Troškovi neto plaæa uprave i prodaje";"view";4;;;36;
"kp_rrif_4201";"kp_rrif_420";"4201";"Troškovi neto plaæa proizvodnje";"view";4;;;31;
"kp_rrif_4202";"kp_rrif_420";"4202";"Ostali povremeni primitci - potpore i sl.";"view";4;;;41;
"kp_rrif_421";"kp_rrif_42";"421";"Troškovi poreza i prireza";"view";3;;;25;
"kp_rrif_4210";"kp_rrif_421";"4210";"Uprava i prodaja";"view";4;;;16;
"kp_rrif_4211";"kp_rrif_421";"4211";"Proizvodnja";"view";4;;;11;
"kp_rrif_4212";"kp_rrif_421";"4212";"Ostali povremeni primitci - potpore i sl.";"view";4;;;41;
"kp_rrif_422";"kp_rrif_42";"422";"Troškovi doprinosa iz plaæa";"view";3;;;27;
"kp_rrif_4220";"kp_rrif_422";"4220";"Uprava i prodaja";"view";4;;;16;
"kp_rrif_4221";"kp_rrif_422";"4221";"Proizvodnja";"view";4;;;11;
"kp_rrif_4222";"kp_rrif_422";"4222";"Ostali povremeni primitci i sl.";"view";4;;;31;
"kp_rrif_423";"kp_rrif_42";"423";"Doprinosi na plaæe";"view";3;;;18;
"kp_rrif_4230";"kp_rrif_423";"4230";"Uprava i prodaja";"view";4;;;16;
"kp_rrif_4231";"kp_rrif_423";"4231";"Proizvodnja";"view";4;;;11;
"kp_rrif_4232";"kp_rrif_423";"4232";"Ostali povremeni primitci - potpore i sl.";"view";4;;;41;
"kp_rrif_4235";"kp_rrif_423";"4235";"Doprinosi za beneficirani radni staž";"view";4;;;36;
"kp_rrif_424";"kp_rrif_42";"424";"Bruto plaæe (privremeno v. napom. 2)";"view";3;;;36;
"kp_rrif_43";"kp_rrif_4";"43";"AMORTIZACIJA";"view";2;;;12;
"kp_rrif_430";"kp_rrif_43";"430";"Amortizacija nematerijalne imovine";"view";3;;;34;
"kp_rrif_4300";"kp_rrif_430";"4300";"Amortizacija izdataka za razvoj";"view";4;;;31;
"kp_rrif_4301";"kp_rrif_430";"4301";"Amortizacija koncesije, patenata i dr. prava";"view";4;;;44;
"kp_rrif_4302";"kp_rrif_430";"4302";"Amortizacija softvera i ost. prava";"view";4;;;34;
"kp_rrif_4303";"kp_rrif_430";"4303";"Amortizacija goodwila";"view";4;;;21;
"kp_rrif_4304";"kp_rrif_430";"4304";"Amortizacija ostale nematerijalne imovine";"view";4;;;41;
"kp_rrif_431";"kp_rrif_43";"431";"Amortizacija materijalne imovine";"view";3;;;32;
"kp_rrif_4310";"kp_rrif_431";"4310";"Amortizacija graðevina";"view";4;;;22;
"kp_rrif_4311";"kp_rrif_431";"4311";"Amortizacija postrojenja";"view";4;;;24;
"kp_rrif_4312";"kp_rrif_431";"4312";"Amortizacija opreme";"view";4;;;19;
"kp_rrif_4313";"kp_rrif_431";"4313";"Amortizacija alata i inventara";"view";4;;;30;
"kp_rrif_4314";"kp_rrif_431";"4314";"Amortizacija transportnih sredstava";"view";4;;;35;
"kp_rrif_4315";"kp_rrif_431";"4315";"Amortizacija brodova";"view";4;;;20;
"kp_rrif_4316";"kp_rrif_431";"4316";"Amortizacija poljoprivredne opreme";"view";4;;;34;
"kp_rrif_4319";"kp_rrif_431";"4319";"Amortizacija ostale mater. imovine";"view";4;;;34;
"kp_rrif_432";"kp_rrif_43";"432";"Amortizacija osobnih automobila i dr. sredstava za osobni prijevoz";"view";3;;;66;
"kp_rrif_4320";"kp_rrif_432";"4320";"70% amortizacije osob. aut. i dr. sred. prijevoza";"view";4;;;49;
"kp_rrif_4321";"kp_rrif_432";"4321";"30% amortizacije osob. aut. i dr. sred. prijevoza";"view";4;;;49;
"kp_rrif_4322";"kp_rrif_432";"4322";"Dio amortizacije osob. aut. i dr. sred. prijevoza u vrijednosti iznad 400.000,00 kn";"view";4;;;83;
"kp_rrif_4323";"kp_rrif_432";"4323";"Amortizacija (otpis) nepriznatog PDV-a";"view";4;;;38;
"kp_rrif_4324";"kp_rrif_432";"4324";"Amortiz. osob. aut. za sluè. plaæe (neto + nepriz. PDV)";"view";4;;;55;
"kp_rrif_433";"kp_rrif_43";"433";"Amortizacija objekata i opreme uprave i prodaje";"view";3;;;47;
"kp_rrif_4330";"kp_rrif_433";"4330";"Amortizacija graðev. objekata";"view";4;;;29;
"kp_rrif_4331";"kp_rrif_433";"4331";"Amortizacija raèunala, raèunalne opreme i programa te raèunalne mreže";"view";4;;;69;
"kp_rrif_4332";"kp_rrif_433";"4332";"Amortizacija osobnih automobila";"view";4;;;31;
"kp_rrif_4333";"kp_rrif_433";"4333";"Amortizacija ostale opreme (pokuæstvo, telefonija i dr.)";"view";4;;;56;
"kp_rrif_434";"kp_rrif_43";"434";"Poveæana amortizacija s temelja revalorizacije";"view";3;;;46;
"kp_rrif_435";"kp_rrif_43";"435";"Amortizacija biološke imovine (vinogradi, voænjaci, osnovno stado i sl.)";"view";3;;;72;
"kp_rrif_436";"kp_rrif_43";"436";"Amortizacija iznad porezno dopuštene";"view";3;;;36;
"kp_rrif_44";"kp_rrif_4";"44";"VRIJEDNOSNO USKLAÐENJE DUGOTRAJNE I KRATKOTRAJNE IMOVINE";"view";2;;;56;
"kp_rrif_440";"kp_rrif_44";"440";"Vrijednosno usklaðenje dugotrajne nematerijalne imovine (018)";"view";3;;;61;
"kp_rrif_4400";"kp_rrif_440";"4400";"Vrijednosno usklaðenje prava i dr.";"view";4;;;34;
"kp_rrif_4401";"kp_rrif_440";"4401";"Vrijednosno usklaðenje goodwill";"view";4;;;31;
"kp_rrif_4402";"kp_rrif_440";"4402";"Vrijednosno usklaðenje ostale nemat. imov.";"view";4;;;42;
"kp_rrif_441";"kp_rrif_44";"441";"Vrijednosno usklaðenje dugotrajne materijalne imovine";"view";3;;;53;
"kp_rrif_4410";"kp_rrif_441";"4410";"Vrijednosno usklaðenje nekretnina (028)";"view";4;;;39;
"kp_rrif_4411";"kp_rrif_441";"4411";"Vrijednosno usklaðenje postrojenja, opreme, alata, pogonskog inventara i transportne imovine (038)";"view";4;;;98;
"kp_rrif_4412";"kp_rrif_441";"4412";"Vrijednosno usklaðenje biološke imovine (048)";"view";4;;;45;
"kp_rrif_4413";"kp_rrif_441";"4413";"Vrijednosno usklaðenje ulaganja u nekretnine (058)";"view";4;;;50;
"kp_rrif_4414";"kp_rrif_441";"4414";"Vrijednosno usklaðenje ostale mater. imovine";"view";4;;;44;
"kp_rrif_442";"kp_rrif_44";"442";"Vrijednosno usklaðenje dugotrajnih potraživanja (veza sa 078)";"view";3;;;61;
"kp_rrif_444";"kp_rrif_44";"444";"Vrijednosno usklaðenje depozita u bankama, mjenica, èekova i sl. (109 i dio 119)";"view";3;;;80;
"kp_rrif_445";"kp_rrif_44";"445";"Vrijednosno usklaðenje kratkotrajnih potraživanja";"view";3;;;49;
"kp_rrif_4450";"kp_rrif_445";"4450";"Vrijednosna usklaðenja potraživanja od kupaca nenaplaæena dulje od 120 dana od dospijeæa (veza s 129)";"view";4;;;101;"Vrijednosna usklaðenja potraživanja od kupaca koja nisu naplaæena dulje od 120 dana od dospijeæa (veza s 129)"
"kp_rrif_4451";"kp_rrif_445";"4451";"Vrijed. usklaðenja utuženih kratk. pot. do 5000,00kn (prije zastare,ovršni,steèaj i sl.-dio129,139i159)";"view";4;;;103;"Vrijednosna usklaðenja kratkoroènih potraživanja od kupaca i drugih koja su utužena (prije zastare, koja su u ovršnom postupku, otvoren je steèaj, nagodba i sl. - dio 129, 139 i 159) i svote do 5.000,00 kn"
"kp_rrif_4452";"kp_rrif_445";"4452";"Vrijednosna usklaðenja zastarjelih potraživanja (dio sa 129, 139 i 159) - porezno nepriznata";"view";4;;;92;
"kp_rrif_446";"kp_rrif_44";"446";"Vrijednosno usklaðenje zaliha (veza s 319, 329, 359 i 369)";"view";3;;;58;
"kp_rrif_447";"kp_rrif_44";"447";"Vrijednosno usklaðenje danih predujmova (veza s 379)";"view";3;;;52;
"kp_rrif_45";"kp_rrif_4";"45";"REZERVIRANJA (v. skupinu 28)";"view";2;;;28;
"kp_rrif_450";"kp_rrif_45";"450";"Troškovi dugoroènog rezerviranja za rizike u jamstvenom (garancijskom) roku (èl. 11., st. 2. ZoPD)";"view";3;;;98;
"kp_rrif_451";"kp_rrif_45";"451";"Troškovi dugoroènog rezerviranja za gubitke po zapoèetim sudskim sporovima (èl. 11., st. 2. ZoPD)";"view";3;;;97;
"kp_rrif_452";"kp_rrif_45";"452";"Troškovi dugoroènog rezerviranja za obnovu prirodnog bogatstva (èl. 11., st. 2. ZoPD)";"view";3;;;85;
"kp_rrif_453";"kp_rrif_45";"453";"Troškovi dugoroènog rezerviranja za otpremnine (èl. 11., st. 2. ZoPD)";"view";3;;;69;
"kp_rrif_454";"kp_rrif_45";"454";"Troškovi dugoroè. rez. za neiskorišteni godišnji odmor (èl. 11., st. 5. ZoPD i MRS 19) - vidi raè. 298";"view";3;;;102;"Troškovi dugoroè. rez. za neiskorišteni godišnji odmor (èl. 11., st. 5. ZoPD i MRS 19) - vidi raè. 298"
"kp_rrif_455";"kp_rrif_45";"455";"Troškovi dugoroènog rezerviranja za restrukturiranje poduzeæa (MRS 37, t. 72. i HSFI t. 16.22)";"view";3;;;94;
"kp_rrif_456";"kp_rrif_45";"456";"Troškovi dugoroènog rezerviranja za mirovine i sliène troškove - obveze (MRS 19)";"view";3;;;80;
"kp_rrif_457";"kp_rrif_45";"457";"Troškovi rezerviranja po štetnim ugovorima (HSFI 16.21.)";"view";3;;;56;
"kp_rrif_459";"kp_rrif_45";"459";"Troškovi ostalih dugoroènih rezerviranja i troškovi rizika";"view";3;;;58;
"kp_rrif_46";"kp_rrif_4";"46";"OSTALI TROŠKOVI POSLOVANJA";"view";2;;;26;
"kp_rrif_460";"kp_rrif_46";"460";"Dnevnice za službena putovanja i putni troškovi";"view";3;;;47;
"kp_rrif_4600";"kp_rrif_460";"4600";"Dnevnice za službena putovanja i troškovi noæenja u Hrvatskoj";"view";4;;;61;
"kp_rrif_4601";"kp_rrif_460";"4601";"Dnevnice za službena putovanja u inozemstvu";"view";4;;;43;
"kp_rrif_4602";"kp_rrif_460";"4602";"Troškovi uporabe vlastitog automobila na službenom putu";"view";4;;;55;
"kp_rrif_4603";"kp_rrif_460";"4603";"Nadoknada za uporabu privatnog automobila u poslovne svrhe za lokalnu vožnju";"view";4;;;76;
"kp_rrif_4604";"kp_rrif_460";"4604";"Doprinos za zdravstveno osiguranje na službena putovanja u inozemstvo";"view";4;;;69;
"kp_rrif_4605";"kp_rrif_460";"4605";"Troškovi noæenja (po raèunu hotela i dr.)";"view";4;;;41;
"kp_rrif_4606";"kp_rrif_460";"4606";"Ostali troškovi na službenom putu (trošak autoceste, tunela, parkiranja, trajekta i dr.)";"view";4;;;88;
"kp_rrif_4607";"kp_rrif_460";"4607";"Troškovi službenog puta vanjskih suradnika (bruto s porezima i doprinosima)";"view";4;;;75;
"kp_rrif_461";"kp_rrif_46";"461";"Nadoknade troškova, darovi i potpore";"view";3;;;36;
"kp_rrif_4610";"kp_rrif_461";"4610";"Troškovi prijevoza na posao i s posla";"view";4;;;37;
"kp_rrif_4611";"kp_rrif_461";"4611";"Terenski dodatak - pomorski dodatak";"view";4;;;35;
"kp_rrif_4612";"kp_rrif_461";"4612";"Nadoknade za odvojeni život";"view";4;;;27;
"kp_rrif_4613";"kp_rrif_461";"4613";"Stipendije, nagrade uèenicima i studentima";"view";4;;;42;
"kp_rrif_46130";"kp_rrif_4613";"46130";"Stipendije i nagrade uèenicima i studentima do neoporezivih svota";"other";5;;;65;
"kp_rrif_46131";"kp_rrif_4613";"46131";"Stipendije i nagrade uèenicima i studentima iznad neoporezivih svota";"other";5;;;68;
