"code","name","note"
"01211","Ulaganje u znanje (know how), dizajn","Ulaganje u znanje (know how), dizajn"
"01212","Ulaganje u pravo reproduciranja (npr. filmova), pravo objave u izdavaštvu i sl.","Ulaganje u pravo reproduciranja (npr. filmova), pravo objave u izdavaštvu i sl."
"01213","Ulaganja na tuđoj imovini radi uporabe ili poboljšanja (nekretnina, opreme i sl.)","Ulaganja na tuđoj imovini radi uporabe ili poboljšanja (nekretnina, opreme i sl.)"
"01214","Ulaganje u dugogodišnje pravo uporabe (prema ugovoru)","Ulaganje u dugogodišnje pravo uporabe (prema ugovoru)"
"01215","Ulaganje u pravo suvlasništva opreme","Ulaganje u pravo suvlasništva opreme"
"0122","Ostala prava","Ostala prava"
"01220","Založno pravo i hipoteke (realizirane)","Založno pravo i hipoteke (realizirane)"
"01221","Ostala dugogodišnja prava","Ostala dugogodišnja prava"
"013","Goodwill","Goodwill"
"0130","Goodwill","Goodwill"
"014","Ostala nematerijalna imovina","Ostala nematerijalna imovina"
"0140","Dugogodišnje naknade plaćene za pravo građenja, pravo prolaza i sl.","Dugogodišnje naknade plaćene za pravo građenja, pravo prolaza i sl."
"0141","Filmovi, glazbeni zapisi","Filmovi, glazbeni zapisi"
"0142","Ostala nematerijalna imovina","Ostala nematerijalna imovina"
"015","Predujmovi za nabavu nematerijalne imovine","Predujmovi za nabavu nematerijalne imovine"
"0150","Predujmovi za razvoj","Predujmovi za razvoj"
"0151","Predujmovi za koncesije","Predujmovi za koncesije"
"0152","Predujmovi za patente, licencije i dr.","Predujmovi za patente, licencije i dr."
"0153","Predujmovi za robne ili uslužne marke","Predujmovi za robne ili uslužne marke"
"0154","Predujmovi za nabavu softwera","Predujmovi za nabavu softwera"
"0155","Predujmovi za nabavu ostalih prava uporabe","Predujmovi za nabavu ostalih prava uporabe"
"0156","Predujmovi za ostalu nematerijalnu imovinu","Predujmovi za ostalu nematerijalnu imovinu"
"016","Nematerijalna imovina u pripremi (analitika prema vrsti računa skupine 01)","Nematerijalna imovina u pripremi (analitika prema vrsti računa skupine 01)"
"018","Vrijednosno usklađenje nematerijalne imovine (analitika prema vrsti računa skupine 01)","Vrijednosno usklađenje nematerijalne imovine (analitika prema vrsti računa skupine 01)"
"019","Akumulirana amortizacija nematerijalne imovine","Akumulirana amortizacija nematerijalne imovine"
"0190","Akumulirana amortizacija izdataka za razvoj","Akumulirana amortizacija izdataka za razvoj"
"0191","Akumulirana amortizacija koncesija, patenata, licencija i sl.","Akumulirana amortizacija koncesija, patenata, licencija i sl."
"0192","Akumulirana amort. robne i uslužne marke","Akumulirana amort. robne i uslužne marke"
"0193","Akumulirana amortizacija softwera","Akumulirana amortizacija softwera"
"0194","Akumulirana amortizacija godwilla (v. napom. 3.)","Akumulirana amortizacija godwilla (v. napom. 3.)"
"0195","Akumulirana amort. ostale nematerijalne imovine","Akumulirana amort. ostale nematerijalne imovine"
"02","MATERIJALNA IMOVINA - NEKRETNINE","MATERIJALNA IMOVINA - NEKRETNINE"
"020","Zemljišta","Zemljišta"
"0200","Građevinsko zemljište (bez zgrada)","Građevinsko zemljište (bez zgrada)"
"0201","Poljoprivredno zemljište","Poljoprivredno zemljište"
"0202","Zemljište za deponije smeća i otpada","Zemljište za deponije smeća i otpada"
"0203","Zemljište za eksploataciju kamena, gline, šljunka i pijeska,","Zemljište za eksploataciju kamena, gline, šljunka i pijeska,"
"0204","Zemljište sa supstancijalnom potrošnjom ili odlagališta","Zemljište sa supstancijalnom potrošnjom ili odlagališta"
"0205","Zemljište pod prometnicama, dvorištima, parkiralištima i sl.","Zemljište pod prometnicama, dvorištima, parkiralištima i sl."
"0206","Zemljišta pod dugogodišnjim nasadama, parkovima, vrtovima i sl.","Zemljišta pod dugogodišnjim nasadama, parkovima, vrtovima i sl."
"0207","Čista neobrađena i nezasađena zemljišta i kamenjari","Čista neobrađena i nezasađena zemljišta i kamenjari"
"0208","Zemljišta ispod građevina","Zemljišta ispod građevina"
"0209","Poboljšanja na zemljištu (ulaganja u odvodnjavanje, uređivanje prilaza i sl.)","Poboljšanja na zemljištu (ulaganja u odvodnjavanje, uređivanje prilaza i sl.)"
"021","Zemljišna prava (višegodišnja)","Zemljišna prava (višegodišnja)"
"0210","Zemljište s upisanim pravom građenja (unaprijed plaćena)","Zemljište s upisanim pravom građenja (unaprijed plaćena)"
"0211","Pravo služnosti na zemljištu (unaprijed plaćena)","Pravo služnosti na zemljištu (unaprijed plaćena)"
"0212","Zemljišta u zakupu (unaprijed plaćena)","Zemljišta u zakupu (unaprijed plaćena)"
"023","Građevinski objekti (za vlastite potrebe)","Građevinski objekti (za vlastite potrebe)"
"0230","Poslovne zgrade","Poslovne zgrade"
"0231","Tvorničke zgrade, hale i radionice","Tvorničke zgrade, hale i radionice"
"0232","Zgrade trgovine, hotela, motela, restorana","Zgrade trgovine, hotela, motela, restorana"
"0233","Skladišta, silosi, nadstrešnice i garaže, staklenici, sušionice, hladnjače","Skladišta, silosi, nadstrešnice i garaže, staklenici, sušionice, hladnjače"
"0234","Zgrade montažne, barake, mostovi, drvene konstrukcije i sl.","Zgrade montažne, barake, mostovi, drvene konstrukcije i sl."
"0235","Ograde, izlozi, potporni zidovi -brane, športski tereni,šatori,žičare i sl.","Ograde (betonske, kamene, metalne i sl.), izlozi, potporni zidovi - brane, športski tereni, šatori, žičare i sl."
"0236","Putovi, parkirališta, staze i dr. građevine (rampe i sl.), nadvožnjaci i dr. bet. ili met. konstruk.","Putovi, parkirališta, staze i dr. građevine (rampe i sl.), nadvožnjaci i dr. betonske ili metalne konstrukcije"
"0237","Cjevovodi, vodospremnici, utvrđene obale, kanali, kanalizacija, dalekovodi","Cjevovodi, vodospremnici, utvrđene obale, kanali, kanalizacija, dalekovodi"
"0238","Objekti poljoprivrede i ribarstva","Objekti poljoprivrede i ribarstva"
"0239","Ostali nespomenuti građevinski objekti (rudnici, brane) i objekti izvan uporabe","Ostali nespomenuti građevinski objekti (rudnici, brane) i objekti izvan uporabe"
"024","Stanovi za vlastite zaposlenike","Stanovi za vlastite zaposlenike"
"026","Predujmovi za nabavu nekretnina","Predujmovi za nabavu nekretnina"
"0260","Predujmovi za nabavu zemljišta","Predujmovi za nabavu zemljišta"
"0261","Predujmovi za građevine u nabavi","Predujmovi za građevine u nabavi"
"027","Nekretnine u pripremi","Nekretnine u pripremi"
"0270","Zemljišta u pripremi","Zemljišta u pripremi"
"0271","Građevine u pripremi","Građevine u pripremi"
"028","Vrijednosno usklađenje nekretnina","Vrijednosno usklađenje nekretnina"
"0280","Vrijednosno usklađenje zemljišta","Vrijednosno usklađenje zemljišta"
"0281","Vrijednosno usklađenje građevina","Vrijednosno usklađenje građevina"
"029","Akumulirana amortizacija građevina","Akumulirana amortizacija građevina"
"0290","Akumulirana amortizacija građevina (analitika prema pojedinim građevinama)","Akumulirana amortizacija građevina (analitika prema pojedinim građevinama)"
"0291","Akumulirana amortizacija odlagališta otpada, kamenoloma i sl. (MRS 16. t. 58.)","Akumulirana amortizacija odlagališta otpada, kamenoloma i sl. (MRS 16. t. 58.)"
"03","POSTROJENJA, OPREMA, ALATI, INVENTAR I TRANSPORTNA SREDSTVA","POSTROJENJA, OPREMA, ALATI, INVENTAR I TRANSPORTNA SREDSTVA"
"030","Postrojenja","Postrojenja"
"0300","Tehnička postrojenja, uređaji, spremnici, pogonski motori, platforme i dr.","Tehnička postrojenja, uređaji, spremnici, pogonski motori, platforme i dr."
"0301","Strojevi i alati u svezi sa strojevima u pogonima i radionicama za obradu i preradu","Strojevi i alati u svezi sa strojevima u pogonima i radionicama za obradu i preradu"
"0302","Energetska postrojenja (kotlovnice, generatori,solarne ćelije, vjetro-elektrane, toplinske crpke i dr.)","Energetska postrojenja (kotlovnice, generatori, naponske i solarne ćelije, vjetro-elektrane, toplinske crpke i dr.)"
"0303","Rashladna postrojenja","Rashladna postrojenja"
"0304","Prijenosna postrojenja (dizala, pokretne stepenice, elevatori, pokretne trake i sl.)","Prijenosna postrojenja (dizala, pokretne stepenice, elevatori, pokretne trake i sl.)"
"0305","Poboljšanje na postrojenjima","Poboljšanje na postrojenjima"
"0306","Mlinska postrojenja","Mlinska postrojenja"
"0307","Postrojenje za pakiranje, ambalažu i sl.","Postrojenje za pakiranje, ambalažu i sl."
"0309","Ostala postrojenja i postrojenja izvan uporabe","Ostala postrojenja i postrojenja izvan uporabe"
"031","Oprema","Oprema"
"0310","Uredska oprema (fotokopirni, telefoni, telefaxi, blagajne, alarmi, klima, hladnjaci, televizori, i dr.)","Uredska oprema (fotokopirni aparati, telefoni, telefaxi, blagajne, alarmi, klimatizacijski uređaji, hladnjaci, televizori, i dr.)"
"0311","Računalna oprema","Računalna oprema"
"0312","Telekomunikacijska oprema (mobiteli, tel. centrale, antene i sl.)","Telekomunikacijska oprema (mobiteli, tel. centrale, antene i sl.)"
"0313","Oprema trgovine (police, blagajne, hladnjaci, i dr.)","Oprema trgovine (police, blagajne, hladnjaci, i dr.)"
"0314","Oprema ugostiteljstva, hotela i sl. (aparati, štednjaci, hladnjaci, pokućstvo i sl.)","Oprema ugostiteljstva, hotela i sl. (aparati, štednjaci, hladnjaci, pokućstvo i sl.)"
"0315","Oprema servisa (dizalice, ispitni uređaji, aparati i dr.)","Oprema servisa (dizalice, ispitni uređaji, aparati i dr.)"
"0316","Oprema za graditeljstvo (kranovi, bageri, skele, oplate, mješalice, dizalice, valjci i sl.)","Oprema za graditeljstvo (kranovi, bageri, skele, oplate, mješalice, dizalice, valjci i sl.)"
"0317","Oprema ribarstva (osim brodova)","Oprema ribarstva (osim brodova)"
"0318","Oprema zaštite na radu i protupožarne zaštite","Oprema zaštite na radu i protupožarne zaštite"
"0319","Ostala oprema i oprema izvan uporabe","Ostala oprema i oprema izvan uporabe"
"032","Alati, pogonski inventar i transportna imovina","Alati, pogonski inventar i transportna imovina"
"0320","Transportna imovina","Transportna imovina"
"03200","Putnička vozila (osobna i putnički kombi) i motor kotači","Putnička vozila (osobna i putnički kombi) i motor kotači"
"03201","Teretna i vučna vozila, tegljači i kamioni","Teretna i vučna vozila, tegljači i kamioni"
"03202","Priključna transportna sredstva (prikolice)","Priključna transportna sredstva (prikolice)"
"03203","Teretna vozila (dostavna i kombi) i hladnjače, cisterne","Teretna vozila (dostavna i kombi) i hladnjače, cisterne"
"03204","Auto mješalice, auto crpke za beton, auto dizalice i sl.","Auto mješalice, auto crpke za beton, auto dizalice i sl."
"03205","Autobusi","Autobusi"
"03206","Zrakoplovi","Zrakoplovi"
"03207","Brodovi (veći od 1000 BRT)","Brodovi (veći od 1000 BRT)"
"03208","Brodice, jahte i ost. plovila","Brodice, jahte i ost. plovila"
"03209","Ostala transportna sredstva i uređaji (gusjeničari, el. vozila, viljuškari, vagoni bicikli i dr.)","Ostala transportna sredstva i uređaji (gusjeničari, el. vozila, viljuškari, vagoni, elevatori, traktori, bicikli i dr.)"
"0321","Pokućstvo - inventar","Pokućstvo - inventar"
"03210","Uredsko pokućstvo, sagovi, zavjese i sl.","Uredsko pokućstvo, sagovi, zavjese i sl."
"03211","Inventar trgovine (police, pregrade, pultovi)","Inventar trgovine (police, pregrade, pultovi)"
"03212","Ugostiteljsko i hotelsko pokućstvo i inventar","Ugostiteljsko i hotelsko pokućstvo i inventar"
"03213","Ostalo pokućstvo i inventar","Ostalo pokućstvo i inventar"
"0322","Pogonski i skladišni inventar (stalaže, zatvoreni ormari, skele, oplate, protupožarni aparati i sl.)","Pogonski i skladišni inventar (stalaže, zatvoreni ormari, skele, oplate, protupožarni aparati, zaštitna sredstva i sl.)"
"0323","Alati, mjerni i kontrolni instrumenti i pomoćna oprema","Alati, mjerni i kontrolni instrumenti i pomoćna oprema"
"0324","Audio i video aparati, kamere, parkir. rampe i sl.","Audio i video aparati, kamere, parkir. rampe i sl."
"0325","Reklame (svjetleće), stupovi i sl.","Reklame (svjetleće), stupovi i sl."
"0326","Inventar ustanova (aparati, kreveti i sl.)","Inventar ustanova (aparati, kreveti i sl.)"
"0327","Ostali pogonski inventar,","Ostali pogonski inventar,"
"0328","Višegodišnja ambalaža","Višegodišnja ambalaža"
"0329","Alati, inventar i vozila izvan uporabe","Alati, inventar i vozila izvan uporabe"
"033","Pretporez koji se ne može odbiti (kao dio vrijed. os. aut.)","Pretporez koji se ne može odbiti (kao dio vrijed. os. aut.)"
"0330","30% pretporeza od osobnih automobila (n. v. do 400.000,00 kn)","30% pretporeza od osobnih automobila (n. v. do 400.000,00 kn)"
"0331","30% i 100% pretporeza od osobnih automobila (n. v. veće od 400.000,00 kn)","30% i 100% pretporeza od osobnih automobila (n. v. veće od 400.000,00 kn)"
"0332","30% pretporeza od brodova, jahti i dr. (n.v. do 400.000,00 kn)","30% pretporeza od brodova, jahti i dr. (n.v. do 400.000,00 kn)"
"0333","30% i 100% pretporeza od brodova, jahti i dr. (n.v. veće od 400.000,00 kn)","30% i 100% pretporeza od brodova, jahti i dr. (n.v. veće od 400.000,00 kn)"
"034","Poljoprivredna oprema","Poljoprivredna oprema"
"0340","Traktori, kombajni, prikolice i sl.","Traktori, kombajni, prikolice i sl."
"0341","Radni priključci (plugovi, beračice, freze, prskalice, sabirače i sl.)","Radni priključci (plugovi, beračice, freze, prskalice, sabirače i sl.)"
"0342","Oprema za mljekarstvo (muzilice, separatori, police, spremnici i sl.)","Oprema za mljekarstvo (muzilice, separatori, police, spremnici i sl.)"
"0343","Oprema ribarstva (kavezi, mreže, čamci i brodovi, pakirnice)","Oprema ribarstva (kavezi, mreže, čamci i brodovi, pakirnice)"
"0344","Oprema vinogradarstva (bačve, filteri, preše, punionica)","Oprema vinogradarstva (bačve, filteri, preše, punionica)"
"0345","Oprema vočarstva i maslinarstva","Oprema vočarstva i maslinarstva"
"0346","Oprema stočarstva i pćelarstva","Oprema stočarstva i pćelarstva"
"0347","Oprema mlinova","Oprema mlinova"
"0349","Ostala oprema poljoprivrede, stočarstva i ribarstva","Ostala oprema poljoprivrede, stočarstva i ribarstva"
"035","Ostala materijalna imovina","Ostala materijalna imovina"
"0350","Umjetnine, slike i sl.","Umjetnine, slike i sl."
"0351","Arhivski predmeti, makete i sl.","Arhivski predmeti, makete i sl."
"0352","Knjige, karte, fotografije i sl.","Knjige, karte, fotografije i sl."
"0353","Oldtimeri (automobili, brodovi i dr.)","Oldtimeri (automobili, brodovi i dr.)"
"0354","Ostala materijalna imovina","Ostala materijalna imovina"
"036","Predujmovi za materijalnu imovinu","Predujmovi za materijalnu imovinu"
"0360","Predujmovi za postrojenja i opremu","Predujmovi za postrojenja i opremu"
"0361","Predujmovi za alate, pogonski inventar i transportnu imovinu","Predujmovi za alate, pogonski inventar i transportnu imovinu"
"0362","Predujam za ostalu imovinu","Predujam za ostalu imovinu"
"037","Materijalna imovina u pripremi","Materijalna imovina u pripremi"
"0370","Postrojenja u pripremi","Postrojenja u pripremi"
"0371","Oprema u pripremi","Oprema u pripremi"
"0372","Alati, pogonski inventar u pripremi","Alati, pogonski inventar u pripremi"
"0373","Osobni automobili i transportna sredstva u pripremi","Osobni automobili i transportna sredstva u pripremi"
"0374","Poljoprivredna oprema u pripremi","Poljoprivredna oprema u pripremi"
"0375","Ostala imovina u pripremi","Ostala imovina u pripremi"
"038","Vrijednosno usklađenje postrojenja i opreme","Vrijednosno usklađenje postrojenja i opreme"
"0380","Vrijednosno usklađenje postrojenja","Vrijednosno usklađenje postrojenja"
"0381","Vrijednosno usklađenje opreme","Vrijednosno usklađenje opreme"
"0382","Vrijednosno usklađenje alata, pogonskog inventara i transportne imovine","Vrijednosno usklađenje alata, pogonskog inventara i transportne imovine"
"0383","Vrijednosno usklađenje ostale mat. imovine","Vrijednosno usklađenje ostale mat. imovine"
"0384","Vrijednosno usklađenje poljoprivredne opreme","Vrijednosno usklađenje poljoprivredne opreme"
"039","Akumulirana amortizacija postrojenja i opreme","Akumulirana amortizacija postrojenja i opreme"
"0390","Akumulirana amortiz. postrojenja","Akumulirana amortiz. postrojenja"
"0391","Akumulirana amortiz. opreme","Akumulirana amortiz. opreme"
"0392","Akumulirana amortiz. alata, pogonskog inventara i transportne imovine","Akumulirana amortiz. alata, pogonskog inventara i transportne imovine"
"0393","Akumulirana amortiz. ostale mat. imovine","Akumulirana amortiz. ostale mat. imovine"
"0394","Akumulirana amortiz. poljoprivredne opreme","Akumulirana amortiz. poljoprivredne opreme"
"0395","Akumulirana amortiz. 30% pretporeza od osob. automobila","Akumulirana amortiz. 30% pretporeza od osob. automobila"
"0396","Akumulirana amortiz. 30% i 100% pretporeza od osob. automobila (n. v. veće od 400.000,00 kn)","Akumulirana amortiz. 30% i 100% pretporeza od osob. automobila (n. v. veće od 400.000,00 kn)"
"0397","Akumulirana amortiz. 30% od pretporeza od brodova, jahti i dr. sred. za osobni prijevoz","Akumulirana amortiz. 30% od pretporeza od brodova, jahti i dr. sred. za osobni prijevoz"
"0398","Akum. amortiz.30% i 100% pretporeza od brodova, jahti i dr. sred. za os. prijevoz(NV preko 400000,00kn)","Akumulirana amortiz. 30% i 100% pretporeza od brodova, jahti i dr. sred. za osobni prijevoz (n. v. veće od 400.000,00 kn)"
"04","BIOLOŠKA IMOVINA","BIOLOŠKA IMOVINA"
"040","Biološka imovina - bilje - višegodišnji nasadi","Biološka imovina - bilje - višegodišnji nasadi"
"0400","Voćnjaci","Voćnjaci"
"0401","Vinogradi","Vinogradi"
"0402","Maslinici","Maslinici"
"0403","Plantaže drveća i bilja (šume)","Plantaže drveća i bilja (šume)"
"0404","Parkovi, zelenila, nasadi i cvijeće","Parkovi, zelenila, nasadi i cvijeće"
"0405","Ulaganja u ostale višegodišnje nasade","Ulaganja u ostale višegodišnje nasade"
"041","Biološka imovina - životinje - osnovno stado","Biološka imovina - životinje - osnovno stado"
"0410","Goveda","Goveda"
"0411","Konji","Konji"
"0412","Mazge, magarci i mule","Mazge, magarci i mule"
"0413","Svinje","Svinje"
"0414","Ovce i koze","Ovce i koze"
"0415","Perad","Perad"
"0416","Ribe","Ribe"
"0417","Pčelinja društva","Pčelinja društva"
"0418","Stado kunića, nutrija (za rasplod)","Stado kunića, nutrija (za rasplod)"
"0419","Ostale nespomenute životinje (psi, ptice i dr.)","Ostale nespomenute životinje (psi, ptice i dr.)"
"046","Predujmovi za biološku imovinu","Predujmovi za biološku imovinu"
"0460","Predujmovi za višegodišnje nasade","Predujmovi za višegodišnje nasade"
"0461","Predujmovi na nabavu životinja","Predujmovi na nabavu životinja"
"047","Biološka imovina u pripremi","Biološka imovina u pripremi"
"0470","Višegodišnji nasadi u pripremi","Višegodišnji nasadi u pripremi"
"0471","Životinje (osnovno stado) u nabavi","Životinje (osnovno stado) u nabavi"
"048","Vrijednosno usklađenje biološke imovine","Vrijednosno usklađenje biološke imovine"
"0480","Vrijednosno usklađenje višegodišnjih nasada","Vrijednosno usklađenje višegodišnjih nasada"
"0481","Vrijednosno usklađenje životinja (osnovnog stada)","Vrijednosno usklađenje životinja (osnovnog stada)"
"049","Akumulirana amortizacija biološke imovine","Akumulirana amortizacija biološke imovine"
"0490","Akumulirana amortiz. višegodišnjih nasada","Akumulirana amortiz. višegodišnjih nasada"
"0491","Akumulirana amortiz. životinja (osnovnog stada)","Akumulirana amortiz. životinja (osnovnog stada)"
"05","ULAGANJA U NEKRETNINE","ULAGANJA U NEKRETNINE"
"050","Ulaganja u nekretnine - zemljišta","Ulaganja u nekretnine - zemljišta"
"051","Ulaganja u nekretnine - građevine","Ulaganja u nekretnine - građevine"
"0510","Građevine u najmovima (poslovne zgrade, stanovi, apartmani, kuće)","Građevine u najmovima (poslovne zgrade, stanovi, apartmani, kuće)"
"0511","Građevine izvan uporabe (zgrade, stanovi, apartmani, kuće)","Građevine izvan uporabe (zgrade, stanovi, apartmani, kuće)"
"056","Predujmovi za ulaganja u nekretnine","Predujmovi za ulaganja u nekretnine"
"0560","Predujam za ulaganja u zemljište","Predujam za ulaganja u zemljište"
"0561","Predujam za ulaganje u građevine","Predujam za ulaganje u građevine"
"057","Ulaganja u nekretnine u pripremi","Ulaganja u nekretnine u pripremi"
"0570","Ulaganja u zemljišta u nabavi","Ulaganja u zemljišta u nabavi"
"0571","Ulaganja u građevine u nabavi","Ulaganja u građevine u nabavi"
"0572","Ulaganja u građevine u izgradnji","Ulaganja u građevine u izgradnji"
"058","Vrijednosno usklađenje ulaganja u nekretnine","Vrijednosno usklađenje ulaganja u nekretnine"
"0580","Vrijednosno usklađenje ulaganja u zemljište","Vrijednosno usklađenje ulaganja u zemljište"
"0581","Vrijednosno usklađenje ulaganja u građevine","Vrijednosno usklađenje ulaganja u građevine"
"059","Akumulirana amortizacija ulaganja u građevine","Akumulirana amortizacija ulaganja u građevine"
"06","DUGOTRAJNA FINANCIJSKA IMOVINA (s povratom dužim od jedne godine)","DUGOTRAJNA FINANCIJSKA IMOVINA (s povratom dužim od jedne godine)"
"060","Udjeli (dionice) kod povezanih poduzetnika (s više od 20% udjela)","Udjeli (dionice) kod povezanih poduzetnika (s više od 20% udjela)"
"0600","Udjel u dionicama (s više od 20%)","Udjel u dionicama (s više od 20%)"
"0601","Udjel u kapitalu d.o.o.-a (s više od 20%)","Udjel u kapitalu d.o.o.-a (s više od 20%)"
"0602","Udjeli u komanditnom društvu","Udjeli u komanditnom društvu"
"0603","Udjeli u društvima u inozemstvu (s više od 20%)","Udjeli u društvima u inozemstvu (s više od 20%)"
"0604","Osnivački udjeli u ustanovama","Osnivački udjeli u ustanovama"
"0605","Udjeli u zadrugama","Udjeli u zadrugama"
"0606","Udio u društvu s uzajamnim udjelima","Udio u društvu s uzajamnim udjelima"
"0607","Ulaganje u kapitalne pričuve (neupisani kapital)","Ulaganje u kapitalne pričuve (neupisani kapital)"
"061","Dani zajmovi povezanim poduzetnicima (analitika po društvima u kojima se ima više od 20% udjela)","Dani zajmovi povezanim poduzetnicima (analitika po društvima u kojima se ima više od 20% udjela)"
"062","Sudjelujući interesi (udjeli)","Sudjelujući interesi (udjeli)"
"0620","Udjel u dioničkom kapitalu (do 20% udjela - analitika po društvima)","Udjel u dioničkom kapitalu (do 20% udjela - analitika po društvima)"
"0621","Udjel u kapitalu d.o.o. (do 20% udjela)","Udjel u kapitalu d.o.o. (do 20% udjela)"
"0622","Udjeli u društvima u inozemstvu (do 20% udjela)","Udjeli u društvima u inozemstvu (do 20% udjela)"
"0623","Ulaganje u dionice i udjele radi preprodaje","Ulaganje u dionice i udjele radi preprodaje"
"0624","Potraživanja za udio u dobitku (analitika po udjelima)","Potraživanja za udio u dobitku (analitika po udjelima)"
"063","Zajmovi dani poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela u T.K.)","Zajmovi dani poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela u T.K.)"
"064","Ulaganja u vrijednosne papire (dugotrajne)","Ulaganja u vrijednosne papire (dugotrajne)"
"0640","Ulaganja u mjenice, zadužnice (kupljene)","Ulaganja u mjenice, zadužnice (kupljene)"
"0641","Ulaganja u državne obveznice","Ulaganja u državne obveznice"
"0642","Dugotrajna ulaganja u obveznice društva","Dugotrajna ulaganja u obveznice društva"
"0643","Dugotrajna ulaganja u blagajničke zapise","Dugotrajna ulaganja u blagajničke zapise"
"0644","Dugotrajna ulaganja u opcije, certifikate i sl.","Dugotrajna ulaganja u opcije, certifikate i sl."
"0645","Ulaganja u komercijalne zapise i robne ugovore","Ulaganja u komercijalne zapise i robne ugovore"
"0646","Ulaganja u dugotrajne financijske vrijednosne papire (ročnice, futeresi i sl.)","Ulaganja u dugotrajne financijske vrijednosne papire (ročnice, futeresi i sl.)"
"0647","Ulaganja u ostale vrijednosne papire","Ulaganja u ostale vrijednosne papire"
"06470","Ulaganja u vrijednosne papire po fer vrijednosti","Ulaganja u vrijednosne papire po fer vrijednosti"
"06471","Vrijednosni papiri namijenjeni prodaji (do dospijeća)","Vrijednosni papiri namijenjeni prodaji (do dospijeća)"
"0648","Ulaganje u vrijed. pap. raspoložive za prodaju","Ulaganje u vrijed. pap. raspoložive za prodaju"
"0649","Nezarađeni prihodi u financijskim instrumentima","Nezarađeni prihodi u financijskim instrumentima"
"065","Dani zajmovi, depoziti i sl.","Dani zajmovi, depoziti i sl."
"0650","Dani dugotrajni zajmovi","Dani dugotrajni zajmovi"
"06500","Dani zajmovi vanjskim pravnim osobama (nepovezanim)","Dani zajmovi vanjskim pravnim osobama (nepovezanim)"
"06501","Dani zajmovi vanjskim fizičkim osobama - obrtnicima","Dani zajmovi vanjskim fizičkim osobama - obrtnicima"
"06502","Dani zajmovi kooperantima","Dani zajmovi kooperantima"
"06503","Dani zajmovi direktoru, ortacima, menadžerima, zaposlenicima","Dani zajmovi direktoru, ortacima, menadžerima, zaposlenicima"
"06504","Oročenja u bankama","Oročenja u bankama"
"06505","Financijski zajmovi dani u inozemstvo","Financijski zajmovi dani u inozemstvo"
"06509","Ostali dugotrajni zajmovi","Ostali dugotrajni zajmovi"
"0651","Depoziti dugotrajni","Depoziti dugotrajni"
"06510","Depoziti iz poslovnih aktivnosti","Depoziti iz poslovnih aktivnosti"
"06511","Depoziti kod osiguravajućih društava","Depoziti kod osiguravajućih društava"
"06512","Depoziti u poslovnim bankama","Depoziti u poslovnim bankama"
"06513","Depoziti na carini (garancija špeditera)","Depoziti na carini (garancija špeditera)"
"06514","Sudski depoziti","Sudski depoziti"
"0652","Kaucije i kapare","Kaucije i kapare"
"06520","Kaucije za obveze","Kaucije za obveze"
"06521","Kaucije iz kupoprodajnih poslova","Kaucije iz kupoprodajnih poslova"
"06522","Kaucije za plaćanja","Kaucije za plaćanja"
"06523","Dane kapare i osiguranja","Dane kapare i osiguranja"
"066","Ulaganja koja se obračunavaju metodom udjela","Ulaganja koja se obračunavaju metodom udjela"
"0660","Ulaganja (udjeli) koji su raspoloživi za prodaju (dugotrajno ulaganje -MRS28.t.11. i 13. te MRS39.t.9.)","Ulaganja (udjeli) koji su raspoloživi za prodaju (dugotrajno ulaganje - MRS 28. t. 11. i 13. te MRS 39. t. 9.)"
"067","Ostala dugotrajna financijska imovina","Ostala dugotrajna financijska imovina"
"0670","Ulaganja u investicijske fondove (s rokom dužim od 1 god.)","Ulaganja u investicijske fondove (s rokom dužim od 1 god.)"
"0672","Ostala nespomenuta dugoročna ulaganja","Ostala nespomenuta dugoročna ulaganja"
"068","Vrijednosno usklađenje financijske imovine - dugotrajne (analitika prema oblicima imovine u usklađenju)","Vrijednosno usklađenje financijske imovine - dugotrajne (analitika prema oblicima imovine u usklađenju)"
"069","Nezarađene kamate u kreditima i sl.","Nezarađene kamate u kreditima i sl."
"07","POTRAŽIVANJA (dulja od jedne godine)","POTRAŽIVANJA (dulja od jedne godine)"
"070","Potraživanja od povezanih poduzetnika","Potraživanja od povezanih poduzetnika"
"0700","Potraživanja od povezanih društava za isporuke dobara i usluga","Potraživanja od povezanih društava za isporuke dobara i usluga"
"0701","Potraživanja od povezanih društava za dana sredstva na dugoročnu posudbu (osim novca)","Potraživanja od povezanih društava za dana sredstva na dugoročnu posudbu (osim novca)"
"0702","Potraživanja od zadrugara, kooperanata i sl.","Potraživanja od zadrugara, kooperanata i sl."
"071","Potraživanja s osnove prodaje na kredit","Potraživanja s osnove prodaje na kredit"
"0710","Potraživanja s osnove prodaje na robni kredit","Potraživanja s osnove prodaje na robni kredit"
"0711","Potraživanja s osnove prodaje na robni kredit u inozemstvu","Potraživanja s osnove prodaje na robni kredit u inozemstvu"
"0712","Potraživanja za prodane usluge na kredit","Potraživanja za prodane usluge na kredit"
"0713","Potraživanje za dugotr. imovinu prodanu na kredit","Potraživanje za dugotr. imovinu prodanu na kredit"
"0714","Potraživanja za prodaju u financijskom lizingu","Potraživanja za prodaju u financijskom lizingu"
